Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
69569.81266753213,5.182681462563592,7.749843449360894,3.5,27112.99613779736,1076602.187723606,"PSC 8343, Box 1708
APO AE 20704-2228"
51815.36418968933,5.742902931349878,8.680403582537197,3.01,43604.79288425879,1255202.109838792,"850 Costa Trafficway Apt. 350
Turnermouth, OR 44156-7826"
76613.08007585617,7.393603182922691,7.346703659661727,5.5,43250.989967250585,1718876.794818775,"2499 George Stravenue
New Pamela, AK 46876"
60325.98587645334,6.812452067930515,7.647438609327312,6.45,38418.05830161855,1364306.7686809986,"2441 Amber Manors Suite 444
Kleinfort, TN 26624-3469"
71229.35796446473,4.850190808725756,6.978127663874532,4.15,27168.842194332763,699787.3190422737,"979 Amanda Mills Apt. 740
Jamesmouth, IN 33835-2971"
59901.82895425525,5.685544439327612,8.0431998436733,6.49,30210.764655365067,1088548.8265538793,"343 Samuel Pass Suite 476
Kimberlyberg, ME 70939"
66496.72623104608,6.138062920206424,7.651811446558771,4.38,31227.0302403494,1417047.627110665,"43375 Thomas Ways
South Danielport, ID 58344-2248"
49424.26712374325,7.053473430361151,5.110956385550419,2.27,18656.642432045763,668255.4804327786,"02795 Wendy Point
West Shannon, DE 72326-4625"
54642.70628233653,6.290968539826848,8.98248592359706,6.12,42987.06573185946,1355362.955587261,"7218 Hancock Freeway Apt. 232
Port Jenniferberg, MH 83838-1210"
66320.45081546318,5.289123361554234,7.53453650458948,5.06,36145.20983405277,1242114.1008793542,"77139 Adam Courts
Christopherville, AS 59841-0766"
74158.85754885548,4.150388617968297,8.178143473408158,3.35,32580.53935641588,966620.5141106972,"7972 Snyder Fort Apt. 686
West Benjaminside, OH 81904-1054"
68827.55503334355,5.870183983238543,6.728670337814405,2.37,45935.961642547605,1518169.4438087677,"081 Maria Gateway Suite 913
Davidville, TN 53584-5691"
57367.831887889326,5.716789480271897,8.861871791965717,4.34,47734.10221371974,1414286.7224241218,"9546 Harris Drive Apt. 086
Lake Daniellechester, VT 75670"
63542.309393123614,6.221356581308233,7.365228618060773,4.11,57318.78663507944,1445527.1366654434,"58135 Sanders Plaza Suite 351
North Ethanfurt, GA 69064"
87106.51379693963,5.784734099069063,7.257371803467259,6.34,44102.19972955652,1795222.73568574,"53932 Vaughn Skyway
Vincentmouth, SC 08622"
45781.23446391816,5.45703691484912,5.892084942143979,4.43,34660.18308094658,676970.6909099207,"746 April Dam
Stephanietown, VT 03527"
70085.94760366887,4.435761352294801,7.131110205236469,5.22,51446.69184618918,1440909.0012831052,"414 Todd Springs
Port Shannon, AS 60277"
65025.4159947866,5.560582195494466,8.309090815411379,6.07,30028.1586070929,1287903.352195353,"Unit 5606 Box 8719
DPO AP 78210-3455"
69972.85224982894,6.444044968280169,7.295573321677202,4.3,37815.49403532158,1398310.2001422904,"8056 Angie Plains Suite 840
Hallbury, AK 63242-2700"
72121.3245615814,5.00641471230492,8.21541252615731,3.3,45905.59209980768,1433538.3208426803,"8133 Mark Overpass
Lake Ricky, MN 53896-2096"
78299.64248273452,6.876501363863891,7.8059543940684195,3.37,39298.23551860043,1676070.94296519,"60626 Lopez Circles
Jonathanberg, NV 15215"
66510.0093229711,5.046818339989984,5.5275865895779095,2.47,29293.618951811823,758262.6121106534,"108 Wendy Heights Suite 575
South Dawntown, FL 32058"
75869.23511417765,5.932774520114133,7.635630304805238,5.22,32436.28634288593,1321388.619330872,"30865 Rollins Burgs Suite 242
Cortezland, HI 41003-9434"
79915.5126263446,7.792001709789392,7.428417129834973,4.18,53159.74318315634,1970419.0541530403,"57221 Joseph Extension
Port Peggyborough, GU 56078-8564"
79575.25043671057,5.233785447064077,5.860112374379642,2.11,43679.484825566935,1315568.1643761364,"978 Robles Knolls
Brewerborough, PW 55563-5751"
48904.98326931684,4.8449725308343625,5.448956029609428,3.38,32960.75307019123,201898.08657249613,"2124 Garcia Viaduct
North Kellytown, DC 30864"
17796.631189543397,4.9495570055571125,6.713905444702088,2.5,47162.18364319144,302355.83597895555,"9932 Eric Circles
Lake Martha, WY 34611-6127"
63128.60652122687,5.459418735039632,6.9535251080168985,3.02,39536.80970290726,930011.5708874032,"065 Helen Oval Apt. 756
Kathrynborough, UT 72714-6759"
82073.85541651955,6.712376564946892,5.884169742827486,4.38,34317.617986061785,1487729.592136596,"299 Jensen Isle
Allenfurt, NV 80137"
75376.95160300791,4.227764831946857,8.182415081999023,3.26,25548.51424478187,1146321.5813992529,"8809 Michelle Groves Suite 767
North Kathleenchester, VI 79958-5109"
69851.7058069032,5.817615374698052,7.629224694086647,3.03,19560.2134911108,1006227.5349955284,"1233 Dave Burg
Simsfurt, MO 70012"
75720.43697402722,6.696610668050416,5.721902142586711,3.25,45343.46443332773,1495390.49870273,"1255 Figueroa River Apt. 736
North Dustinland, TX 09949"
78753.39011287782,6.183385746617567,8.9280961018376,3.43,50350.27064771071,2013015.7460613856,"57421 Martin Union Apt. 932
Sheliabury, AK 80914-6049"
67481.41473755352,6.827844193239857,8.136066909827823,6.26,18846.254493983,1115627.780349525,"7456 Dunn Freeway
Port Angel, NC 34615-6405"
58348.79711094002,5.686845562057233,7.182291988476341,6.0,59129.49783200705,1135465.473230903,"09890 Davis Vista
Lucasview, TN 51476"
67569.87705498308,7.058241203738332,6.702655680753094,4.11,49054.87129695447,1688279.3081102488,"27060 Angela Pines
South Amber, IN 40642-8983"
71240.25164055484,5.924127417118782,8.885191792989973,5.09,42566.5017740806,1563083.336016557,"1191 Tate Islands Suite 460
Smithtown, ME 11150-3233"
73273.33403764093,6.291080411736068,6.497472774664461,4.18,36790.9147385095,1132983.9551551435,"03779 Ashlee Mount Apt. 453
South Timothymouth, PR 42283"
82373.20842942756,6.3277734025867565,7.207985937416156,4.4,67701.64979544005,2130761.9996576803,"50114 Wendy Road
Joelport, OR 96203-3217"
38530.12447825256,4.265906407353462,8.026969037725173,4.47,67727.22905070162,1267986.687523998,"14763 Jeffrey Islands
Amytown, WV 47279-7543"
95358.18055081632,5.140235063072231,6.611755918447139,2.02,49759.12781108084,1902814.526796328,"7530 Jones Lock Apt. 143
North Tiffany, NJ 70036-7419"
49198.628910170526,6.375401943188317,6.857199036204202,2.22,44786.52968267336,913978.5733876184,"826 Price Lodge Apt. 957
East Monica, NV 24427-2388"
55702.20537617496,5.551957131761892,5.64855539650755,3.08,40087.79561436488,768751.9005440959,"029 Patricia Bridge Apt. 540
Tranmouth, MP 59378-9231"
71920.67877719343,6.726672923107156,7.614547384300202,6.17,26341.09557190019,1134055.4030579363,"5784 Cole Ridge
Nixonport, OH 64190"
62676.9076790628,5.855395957506085,8.480431110163401,6.12,32487.41127845925,1191968.5200498789,"76972 Maria Plain Suite 920
Melindaville, CO 89862-9534"
61264.20153001548,4.944535979384868,7.322067609750652,3.32,43208.35656309367,764756.0934618785,"0995 Olivia Land Apt. 728
Alexport, CA 92200"
58054.099477659074,5.40810190433742,7.143542252591269,6.13,35257.71759308874,781482.5832219761,"63418 Darlene Brook
West Gregory, MT 04666-3953"
72554.53595200951,5.443881966120507,6.822376992342062,4.09,36249.40582648556,1187090.9480935708,"26558 Jessica Creek Suite 912
Marshalltown, SC 37598-0862"
53042.22787373847,6.897184737258185,5.677937885619081,4.3,60300.84827879464,1222887.1208418093,"687 Hart Keys
West Kenneth, FM 70173-8594"
62072.07255375162,4.431744947802378,6.992438008457405,4.33,23853.96780955993,549947.2482470637,"556 Nguyen Extensions Apt. 746
East Trevormouth, MN 70379-9628"
79757.01856484351,3.96267220613804,6.3607222181323895,2.08,45130.82827803133,1123753.7342014324,"9321 Caleb Locks
Port Jennifer, OK 91266"
63820.3964847432,7.319808759606406,6.287213170590824,3.31,28737.110755907623,1049632.1806835155,"948 Jordan Parks Suite 211
East Shannonbury, MP 57202"
67732.53824571299,7.507481635988307,7.222668473934704,6.06,21029.396521516766,1323959.799106813,"452 Veronica Expressway Apt. 600
Spencermouth, NM 68478"
76338.66814113021,7.727702169301275,7.350285077388259,3.18,50620.20732071322,1928728.7915559376,"628 Marcus Corners Apt. 153
New John, OK 12145-0369"
84095.88947778277,6.217532941702403,8.039114498678611,3.11,21330.988935894427,1581865.5587473265,"757 Daniel Fort
South Lori, NV 10326-1054"
93303.68384864288,4.720580700407697,7.793745988513034,3.42,38162.61294597664,1529711.139782688,"8619 Brandon Coves
West John, SC 38987"
70301.23793541756,5.807494543211638,5.838844174221832,3.25,49076.65437948032,1280588.3418971745,"390 Michael Port Suite 979
West Donna, MD 10261-3561"
85480.4372843538,2.7972149539129383,5.18456892281346,4.19,47508.80533994498,1033864.6352881984,"406 Webb View Suite 914
Port Billy, ME 16909"
72145.96721315151,6.398625990192602,8.258634923487291,6.06,28882.900854673742,1439506.1015570092,"646 Nicholas Mall Apt. 058
East Danielle, OR 53708"
65428.31170267178,6.528543308944544,7.640040242343184,5.41,33141.30822618058,1236044.315553221,"89223 Walter Roads
New Michelle, NE 63488-7495"
56664.40438861433,6.924423084683876,6.2360059846528575,2.13,28364.2866607879,817460.4216248231,"7022 Smith Cliffs Apt. 317
Moseschester, MI 12476-3003"
46800.372588491286,7.154695334307713,4.513353831251732,4.24,29587.138534637765,456019.171216889,"219 David Overpass Apt. 605
East Shannonland, HI 53312-1726"
71893.47207708354,6.2900712142367015,8.126888592585143,4.22,19033.611178212614,995849.7751098222,"USCGC Gomez
FPO AA 97030"
65510.581803666224,5.992305307333977,6.792336104424982,4.07,46501.28380314165,1298950.4802669554,"37778 George Ridges Apt. 509
East Holly, NV 29290-3595"
44998.64017761064,5.478390527721304,6.955787865195319,4.46,37553.8579078226,625990.3004351463,"82005 Mack Villages Suite 258
Denisetown, CA 39873-2703"
62340.25519683463,7.005697263074637,7.197293080312992,6.11,24962.10001865301,984349.6141548756,"PSC 2879, Box 5105
APO AP 94829-7837"
75024.02331950096,5.91249007848092,6.084322474716858,3.5,35673.18145806422,1194440.286317711,"638 Michael Field
Port Christineberg, ND 80365-5765"
77632.22179496702,4.514922340235368,7.454464560366,5.1,39950.29527348688,1309938.7671516752,"913 Jennifer Gateway
Priceburgh, IA 07032"
97112.361251824,5.9147246589775095,6.133645727414041,3.1,51470.06763806436,1917583.9986181413,"35841 Christine Shore
Wallmouth, NC 98956-5357"
82866.39918139989,4.605077350951944,7.826402729644556,4.03,41166.860307179246,1618994.2764446654,"6490 Mary Mill
Murphyburgh, IN 82508"
68270.75669370065,5.675103553602575,6.7955044309840025,4.42,31159.288708293763,1034779.1897331612,"2530 Willis Plains
Michaelville, ID 35987-0000"
45551.40296934434,6.917028979747015,6.441014974423393,2.48,49839.3217821567,1197975.0854702406,"27317 Lloyd Radial Apt. 985
South Kevinview, NJ 72757-4701"
67501.01708649995,5.700168635712887,5.406339145545564,3.25,27412.796413022817,807916.3134010027,"63105 Christopher Squares
North Kaylastad, ME 96306-6752"
66537.59486820878,5.613664581732948,6.5987932115123975,3.48,39265.01197037753,985462.245460438,"732 Russell Mills Apt. 132
East Sharon, CT 86455"
79452.82305817708,6.149033107470287,6.90729663198371,4.49,44852.092495039375,1706689.9397544104,"548 Lawrence Wells Apt. 239
West Emma, AK 13256"
86362.78339799965,5.800030781901296,6.7693257846340025,4.47,34050.12991892165,1477595.9992480755,"8827 Catherine Stream Suite 604
Danielmouth, WI 91505"
76357.53075674821,7.7188618691715165,5.488894385603912,2.43,26657.542957976133,1257101.592892312,"01321 Brown Street
Lake Natalie, IA 98426-5711"
63272.130671898565,7.534723194293817,7.301820954856303,3.02,46311.95630182984,1438290.8514259474,"634 Steven Trafficway
Lake Staceybury, NE 91068-8520"
84703.62822995735,5.9182107829578205,6.883670877344088,2.36,51169.585594657365,1718625.9452745786,"Unit 9191 Box 9148
DPO AP 40640"
73386.40734006619,4.966359940491159,7.915452713565014,4.3,38413.49048363439,1186441.756443983,"USS Williams
FPO AA 31030"
55317.203899125256,4.970859464383207,7.145445356134357,4.4,42317.8952922528,670734.6739512904,"899 Danielle Garden Suite 886
South Kennethberg, WV 16065-7735"
66197.67376650736,5.790273451415628,5.895335123876549,4.19,55849.46922258366,1244916.547543288,"16466 Mason Roads Apt. 483
New Danaberg, RI 19799"
53230.11970675016,6.274359672824383,10.024375374429384,3.06,27360.812222936616,1311432.388111685,"71718 Barrett Ramp
Caseybury, NH 91777-4042"
74101.49304048994,6.284749965840177,6.874009026033251,3.46,34628.53932027815,1337973.732015974,"0896 James Rest Apt. 398
Olsonfort, PR 42737-3822"
72778.91696704645,6.223545453780186,7.775335702034777,4.01,24559.013792548667,1188416.8057158843,"17598 Dennis Brook
Greenton, WY 81859"
69900.13395920537,6.327089455579013,8.366505983691246,6.34,32679.187663398912,1599634.4650367943,"00985 Michael Fields Suite 034
Wandahaven, CO 62328"
70754.59688403396,6.485333231348778,8.183183824537993,6.33,25442.397281092948,1277172.4757745827,"382 Russell Mountain Suite 211
Hillfurt, AL 66686"
72096.85211189129,6.398037241945182,9.321334129741969,3.32,31584.3793734367,1457767.5326477357,"44822 Little Lake
Waynetown, PA 79649-4781"
73053.95321820086,5.712998824279348,6.6731424629307,4.3,41686.51892676085,1220724.1772550123,"2248 Bell Isle
Christinaburgh, OK 79572"
63625.81215080527,5.188699500744293,5.8212038521660805,2.31,35778.45866770661,1001876.6061552516,"0285 James Crossroad Apt. 384
Jessicaview, TN 23865"
60316.79073047228,4.308730208474473,5.564352875406084,4.12,33831.893626055775,695386.3310386214,"126 Kim Mount Apt. 763
Mariemouth, TN 60875"
84898.79649054904,6.853310227417637,5.055857860913258,4.16,46066.86884683799,1658695.141283088,"94925 Fuller Forge
Port Willieville, NM 88528-0825"
79037.5215744165,6.043842699330278,6.5723676986902335,2.24,30037.99134837165,1201785.6666717983,"04705 Pacheco Fields
West Stephanie, SC 35286"
62835.25695690048,7.095849854032331,7.1564634089415335,5.16,50097.95083155397,1410331.8251379866,"2144 Jackson Path Apt. 300
Charleneland, NM 58522"
69327.7024593916,7.533655940982848,6.904156350909818,4.34,31948.93659364618,1550181.074521719,"9443 Castro Club
Jamesside, MO 54659"
70673.84254351564,6.204022607822544,5.877785178849026,3.06,58256.114761727855,1412242.7547273785,"5097 David Radial Suite 697
Lake Juliestad, PA 45160"
66234.68080686398,5.949311844255388,8.437665652267764,5.16,35130.38127834084,1540762.268628121,"PSC 1615, Box 0080
APO AP 64313"
87736.40304871058,7.0070932417306135,5.397883694727908,2.37,28113.78539375151,1578146.3399339588,"5034 Stevenson Meadows Suite 188
Littlestad, SC 05483"
80770.67564990229,6.187704152953503,6.310709450220943,4.33,31518.008191432804,1334377.3074135566,"743 Patrick Ridge Apt. 072
Larryview, NE 78592-5823"
45318.67418052371,5.7092329675455336,6.925560993916933,2.36,47223.16426959934,802048.4455314139,"06548 Barnes Alley
Colemanview, DE 24414"
50442.2664276524,4.767997509758809,7.2482877536706205,6.07,33439.80668431201,644142.4756618709,"0645 Arroyo Trail
East Michelle, LA 07906-8981"
63555.72231627588,7.027469895693812,5.831951102499162,4.45,25154.955187668507,939490.9138489172,"137 Maldonado Parkway Suite 519
West Adrianamouth, MO 74401"
77779.24494149523,6.847531953830629,6.315602396299096,3.18,46402.25414964321,1597152.9012685108,"399 Holly Shoal
Paulaville, CO 07188-5205"
67682.72889481779,5.939367842924508,6.468016910042888,4.05,37028.69622089246,1090805.3740171348,"PSC 1769, Box 1709
APO AE 77664"
49220.0377946106,5.396988244893719,6.11002146932872,2.33,46981.92610093368,573434.664234319,"90759 Beth Manors Apt. 532
Williamport, RI 50228"
66764.39845179237,5.098117276351379,8.646249013675773,6.18,28467.211441719588,1238406.1897839587,"0748 Richard Lodge
East Mary, NM 61589-8091"
84776.7084930242,6.07793513403589,7.131393662010762,6.31,26952.556811047365,1467075.1685579268,"7588 Anthony Parkway Suite 702
Moranville, AS 64015-9416"
65480.30660054814,5.581042623447098,6.6907286204141565,2.24,35056.75101732815,860804.4460473286,"226 Russell Fields
Port Michael, NH 28918"
57944.6574101782,5.766112351850243,7.015360009254885,4.3,45260.51974209786,1137224.5754304302,"357 Hanson Wall Apt. 560
Franklinport, SD 42641-3719"
65706.75563843455,6.180693957432935,5.698131455817793,4.31,42527.78565855737,1271340.3814239912,"0612 Jimenez Way
Arnoldfort, TX 11863-1792"
70627.73589828463,5.696016624527851,5.407523268825863,4.16,41602.02373791636,1273868.0636587085,"6892 Wallace Run Apt. 814
South Donshire, MD 97169"
70608.37229447375,4.438005315739739,7.28118344207785,3.36,24387.60789571028,684049.9193111222,"4178 Mcneil Lights
North Dawnshire, PA 34945-8793"
62016.07654078622,4.979011434282847,6.892072492503365,2.09,48896.82011820685,1031046.3654266484,"505 Gonzalez Villages
West Holly, HI 79586-9203"
77695.00496273572,6.720502135037929,6.309415619644638,2.34,42122.53514525114,1723775.0141179976,"71136 Elizabeth Parks
Watkinsshire, NE 69474-2127"
87332.29323414886,5.845099210842544,6.7203398939373935,3.3,43754.45293726736,1599851.8945084098,"93504 Jensen Mews Apt. 315
Wilsonhaven, AK 27251-3724"
69113.25391079241,5.947990165224782,5.455929870431111,4.46,48474.50694737667,1296432.7846447614,"845 Hart Islands
West Jennifer, FL 43694"
83284.54506416389,7.609566757949164,6.309588608347406,3.45,33854.60665379064,1668905.2845798696,"48528 Kristine Skyway
South Jodifort, WV 31717-0846"
66658.96790940814,7.729789733310628,7.130497891320839,4.0,57563.58573761915,1720734.4031475058,"14654 Nelson Brooks Suite 884
Michellemouth, SD 61060-4201"
70946.91098884349,6.554022364366648,5.29682702013482,3.04,41818.59398520992,1214262.6992737171,"49059 Peters Glen
East Debbieburgh, CT 93304-2440"
70604.49032720804,5.6824767271921015,7.333735475071472,4.42,26529.698856877192,1076995.904067892,"349 Paul Drive
South Catherinetown, CT 28079-0957"
68898.34591339418,6.7876485292640485,7.871352644418106,6.39,39515.57156160544,1530124.0163168954,"777 Ross Crossroad
Kaiserville, RI 24445"
65081.58404838893,5.433570131227667,9.212518352461371,5.14,37594.49345795763,1343824.2151443197,"6628 Katherine Meadows Suite 009
Port Brittanyside, CT 81118"
68871.4473770179,4.751119279433133,7.999511288096572,4.0,40863.70121232604,1243838.6342287173,"920 John Square Apt. 431
Morsefort, TN 98396"
53409.27697740525,6.495543869150477,7.274836553392966,4.02,22522.881604144364,860346.470698685,"591 Sherman Expressway
Josephberg, GA 66016-6908"
79619.35414292997,5.726314644781794,7.347288004172344,6.17,34605.3946203416,1422890.0208853702,"33640 King Via Suite 489
North Michelleside, FL 74030-0766"
86129.76401633411,7.002562784868673,6.433308459853902,4.45,43393.297536737584,1880127.0624823808,"1507 Jessica Brooks Suite 222
Scottberg, FL 04150"
66943.79999336343,4.213793597121173,6.826493607848889,3.03,28984.51021023504,786257.7826468865,"340 Peggy Village Suite 573
Tammyview, TX 20289"
76076.10629772343,5.771704391327693,7.831932214622189,3.3,45327.575512996365,1567859.0727812082,"834 Steele Burg Suite 125
East Sabrinaville, NV 25779"
78431.31041325933,4.559870597793365,7.499446786657844,3.13,23623.30098306293,1108894.0032261622,"840 Perez Locks Apt. 873
Fischerview, NY 27017-1359"
77467.77070630548,5.7795833199481175,5.939874980509035,4.26,43628.9548124534,1547737.0017004237,"6234 Anderson Drives
North Madelineland, MN 85905-7927"
70276.40492365975,7.073681922713671,7.132540449723297,3.08,26630.483734268604,1525601.7913737406,"PSC 4275, Box 9478
APO AP 64444-8885"
76319.21860437217,6.873130198484817,6.294054950948832,3.45,48026.308367530655,1558547.577837524,"09437 Carolyn Mountain
Knappview, CA 70608-7504"
84289.79500114666,7.76205926304979,7.94618461935355,4.09,42768.45809803518,2120888.345209633,"3999 Laura Lakes
Barnesport, FM 49833"
66120.41946655294,5.7958754545290665,7.5049019286879,5.03,28439.358888905837,1029354.4948558316,"26319 Lisa Tunnel Apt. 076
Davidhaven, FL 69932"
68694.50965841403,6.085314777743415,6.242872600682063,4.3,40842.09443288467,1033475.6994679804,"PSC 0254, Box 7130
APO AE 30039-1724"
53306.92213650367,4.632267718361729,6.194794324882633,2.15,39063.33871389049,553077.2126120757,"9643 Oscar Valley
North Richardstad, ME 14629-9980"
57699.65848122407,7.004415751225624,6.654807338434372,3.17,60849.316861632,1601482.7668590024,"8073 Hendrix Corners
Coopershire, AZ 02395"
65430.979144743695,4.3249627018186665,7.2005818083075726,4.41,33320.39672498849,717825.3596950844,"7646 Joshua Tunnel
Christinaton, AZ 69071-6657"
59832.39493955738,3.927293256254616,7.1878551727887015,3.03,36930.84404658979,851633.9109410639,"321 Loretta Springs
Thomasside, DC 48676"
58325.69569253606,6.304322279741903,7.299320697988253,6.31,31256.223327945987,1003941.9288969066,"1535 Debra Expressway Suite 755
Moonmouth, AL 23444"
77697.23564844191,6.138120631446188,7.267847632334957,4.35,40523.28930089284,1399909.0486968765,"3426 Tamara Circles Apt. 239
South Mauricefurt, DC 47214-8682"
62224.01008567768,6.6926643166357245,5.040349931431433,3.36,21689.123542841782,908616.4826240856,"45287 Kevin Walks Apt. 303
Velezport, MT 84362-2342"
69586.47552990905,6.392390951578983,8.621547918603222,3.0,35253.99541115643,1509962.021776979,"199 Charles Crossroad
Waltonton, OK 28554"
65531.10906061909,6.483332048045317,5.564653446266573,3.07,39367.45001534479,1111710.900422078,"2628 Lee Expressway
Salazarside, AL 19502-4682"
71833.87357938287,5.876269761848423,4.6302303284096045,3.04,31326.338639647827,877779.3441184588,"82010 Michael Manor
Hunterborough, OK 66490"
79522.97080476227,4.590627745404051,8.0442958754366,6.28,61223.99760748964,1727453.1546019888,"682 Taylor Prairie Apt. 893
Debramouth, ID 81085"
53599.80085902607,6.553828793816973,8.937599752396718,3.41,28163.140587309816,955689.5329258528,"01056 Rhodes Inlet Apt. 361
Toddhaven, IA 76159"
90882.846676247,6.267654519689076,6.262597146507182,4.05,41950.48409851919,1771036.9245198532,"711 Brittney Parks Suite 706
Padillatown, MO 97072-5883"
62714.62369135874,5.421296392688249,7.365242715162334,4.17,40082.663105865286,1095391.7986012583,"691 Owens Place Suite 026
Edwardschester, IL 97095-0081"
63657.27563009919,6.415066656300567,5.810728687186082,3.43,36391.92538996875,1008712.5750731864,"0022 Young Rest
Lake Kevin, CA 25438-1821"
78581.26189770778,5.5580672498772286,7.30373218506719,4.31,50891.202389717386,1566567.883138695,"2205 David Coves Suite 961
Medinashire, LA 81653-3099"
68104.65855749702,5.897648506333318,7.050999423549683,3.05,35008.267513768515,1368134.9976821383,"85978 Lauren Rapid Suite 923
Port Thomasborough, MS 02927-8640"
86343.43786545955,5.513337857686358,7.246699864127391,3.26,35780.3549933541,1685217.1049444268,"6881 Michael Knolls
North Deborah, PA 22711-5716"
68056.30226119014,7.585253423943633,7.362406593673813,6.0,31852.04338029358,1470427.375478438,"89265 Robert Haven Apt. 492
Smithburgh, FM 58565-1105"
49775.40594657332,5.305107847973547,6.178535052600688,2.24,23557.36165410528,454055.6558526805,"7952 Hubbard Port Apt. 171
Scottstad, FL 50931-5306"
78403.63796220848,5.781019804748013,5.23019618594607,4.49,33686.365078605915,1221823.704469835,"7610 Tiffany Manors
Joneshaven, HI 18598-1599"
74854.1001068808,4.60499873417128,7.67923057205337,4.06,50538.01353581951,1553592.9799469227,"041 Claire Glens
Samanthaside, KS 70716-5226"
84998.4589123462,5.898870690571611,6.258994779564624,3.5,28623.410322042928,1329007.2034481545,"173 Heather Extensions
Peggybury, AS 89149-2125"
75093.95693851731,5.62436062645842,7.391411757627032,4.08,27247.9525619324,1231511.931157747,"0824 Cox Centers
East Danielstad, LA 78947"
67019.07404739733,6.487943166707262,7.331330100018214,6.26,24997.108705994284,1134397.7577153658,"378 Evans Crest
East Shelbystad, HI 23326"
56348.353343343886,6.336786947895272,4.891681432096019,2.2,23476.97360308424,649223.5060818361,"1629 James Pines
Port John, LA 49420"
75985.80471830716,6.4392025537417865,7.38555504093928,5.34,50003.08658636856,1591234.7734067757,"2680 Jennifer Extensions Apt. 775
North Mike, AK 44839"
50343.76351775452,6.027467990841835,5.16023950447391,4.35,27445.87673939916,691854.9210270025,"400 Allen Lodge Apt. 145
Bernardfort, NV 57316"
75866.04159660713,6.258640531674303,6.258952049068292,2.48,36698.64905300257,1549303.4985165622,"480 Linda Mission
New Lisaside, MI 92286-9433"
65674.59699371539,6.5838917720184345,7.120266465897863,4.0,34492.79330991748,1234629.59549004,"3159 Griffith Plains Apt. 215
West Briantown, AZ 75098"
63558.346002694736,6.259884035038036,7.081332747809094,4.48,37969.65867038982,1138036.5950419137,"48129 Collier Prairie
Bridgesstad, SD 33921"
81438.58143151365,4.757793137059684,6.963085076613166,2.29,43340.293560641374,1432252.081073976,"1509 Courtney Islands Apt. 510
Port Kenneth, IN 97618"
79337.32565256176,6.261758248643439,8.296472748159282,3.21,41521.38461293384,1697501.6046052328,"8538 Johnson Lodge
West Sharonberg, NJ 82474-6273"
82733.05491823613,5.806661014582944,8.023452570187535,5.5,39060.76507685311,1662939.0973972816,"06954 Shane Fort
South Jamesfurt, RI 46652-5410"
39033.809236982364,7.671755372854428,7.250029317273495,3.1,39220.36146737246,1042814.0978200928,"209 Natasha Stream Suite 961
Huffmanland, NE 52457"
65533.4149245086,5.948015640868429,6.727120954140358,4.37,25002.19225225964,856548.94412853,"PSC 4589, Box 3480
APO AA 84355-0532"
87444.16913627299,7.078048190756872,4.959858561955727,3.37,51591.67556961375,1802294.2888986613,"77963 Sarah Knolls
Port Sarahchester, ID 62727"
75045.25020504912,5.0192075390124495,8.56358445270126,4.35,25492.31740736437,1152145.9120119002,"07809 Kimberly Burgs
Lake Williamview, NC 96986"
63185.836850257336,7.0951532739494105,6.824286099924631,3.01,40080.69060062678,1115013.1474517635,"025 Taylor Point
New Kayla, CO 57215-1414"
69729.60586266218,6.168255827405512,7.241492040124083,5.11,31719.742644433856,1268703.8107933956,"029 Smith Plains
Lindseyville, NV 06256-8392"
71920.06730495387,5.241977550888311,6.169854621469197,4.3,29505.84117449156,1088834.2900883444,"84171 Johns Wells Apt. 868
Sarahberg, DC 35407"
60553.24399681606,5.527459816694027,7.315695461099716,6.43,37277.88701598088,1086829.2456326822,"373 Chandler Loaf Suite 465
Baldwinfurt, AL 91590"
57812.84383253772,4.3128203132641945,7.773969251837482,5.1,46060.3699316283,1066768.0000586305,"347 Howard Mission
Mariashire, CA 60692-1256"
58660.89241166791,7.6000714707951555,6.797173109905766,3.09,33515.12293160702,1079158.6528522586,"60437 Jessica Ridges
Lake Steve, GA 53591-0204"
78438.36946358622,7.475217031733846,4.9946897862828274,4.26,35220.38316390235,1361219.30037656,"653 Amy Ports Suite 817
Lake Calebstad, TX 33969-7942"
73724.214508181,6.514715093630356,5.713653887529197,3.04,33025.443117166564,1021122.0523475125,"USNV Byrd
FPO AA 21590"
80972.99646823059,5.470850799085091,6.91313434551812,2.22,48036.61012093128,1556987.7244597748,"042 Miller Expressway Suite 049
South Breannaborough, VI 77689"
76293.94432045244,5.287862866953193,5.873194052842817,4.04,40712.39777431885,1174481.0664142738,"110 Fields Viaduct Apt. 289
East Kathy, HI 18687-0225"
61252.63767152307,5.189911336240972,7.191572626893767,4.43,40890.266028668106,1026271.795942856,"3505 Smith Spring
Lake Ashleyville, WY 32703-3550"
59390.34682359003,5.664970500648301,6.7508719928359735,4.31,28995.96413983688,788427.8399198116,"8460 Kathleen Mission Apt. 482
Port Amytown, KY 72016"
78286.51791154483,4.236880738098737,7.465136433191365,5.29,42425.776351988345,1360502.2488120492,"379 Williams Loop Apt. 647
Port Staceyberg, VA 40911-0337"
82476.02893467889,4.920560166296191,6.320001130486407,3.39,30985.33652393052,1196204.8862624606,"5431 Jessica Expressway
Wrightshire, AL 12862"
49736.14209368212,5.114685292535207,6.956719193148367,2.4,24032.24785154596,465499.8080598057,"082 Dana Mission Suite 627
Lake Amybury, KY 83757-2285"
